Chromophore,Solvent,Emission max (nm)
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(CC)c(CC)nc34)cc2)cc1,ClC(Cl)Cl,702.248
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CCCCO,449.781
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCCO,457.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCOC(C)=O,455.725
O=C1c2ccccc2-c2cccc(O)c21,C1COCCO1,495.025
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)nc34)cc2)cc1,CN(C)C=O,745.171
Nc1cccnc1,CCOCC,359.163
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,CCOC(C)=O,516.412
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12,CN(C)C=O,492.319
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,C1COCCO1,446.106
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCCCO,453.275
O=C1c2ccccc2-c2cccc(O)c21,CCOC(C)=O,521.544
Nc1ccccn1,C1CCCCC1,349.287
CC(C)(C)OC(=O)NC(Cc1ccc2oc(-c3ccccn3)nc2c1)C(=O)O,CO,399.803
c1ccc2nc3c(nc2c1)[nH]c1ccccc13,C1COCCO1,420.084
O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,546.922
Nc1cccnc1,CC#N,359.8
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,CO,463.203
c1ccc2nc3c(nc2c1)[nH]c1ccccc13,CC#N,432.205
N#Cc1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1,ClC(Cl)Cl,488.504
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCOC(C)=O,451.641
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,C1COCCO1,513.307
Nc1cccc2cn[nH]c12,O,388.784
CN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2cc(Cl)ccc21,CC(C)O,650.278
Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,Cc1ccccc1,409.421
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2cccnc2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,Cc1ccccc1,464.59
CC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccc(Cl)cc4C3(C)C)=C2[O-])sc2ccccc21,CC(C)O,662.179
CC1(C)[C@@H]2[C@@H]1[C@]1(c3ccccc3)N=NC2(c2ccccc2)C2C3C=CC(C3)C21,CC#N,508.159
Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,446.25
C[Si](C)(c1cccc2ccccc12)[Si](C)(C)[Si](C)(C)[Si](C)(C)c1c2ccccc2cc2ccccc12,CC#N,430.118
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,C1CCOC1,615.809
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OC(C(F)(F)F)C(F)(F)F,603.894
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,CCO,458.263
CCN1C(=CC2=C([O-])C(=CC3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CC(C)O,654.069
COC(=O)C12N=N[C@](C(=O)OC)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,512.832
CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,Cc1ccccc1,412.042
COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,Cc1ccccc1,416.644
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4sccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,C1CCOC1,592.651
Nc1ccccn1,CCOCC,359.047
CN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccc(Cl)cc4C3(C)C)C2=O)C(C)(C)c2cc(Cl)ccc21,CC(C)O,652.276
CC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccccc4C3(C)C)=C2[O-])sc2ccccc21,CC(C)O,662.093
Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21,C1CCOC1,450.021
N#Cc1ccc(C[C@H](N)C(=O)O)cc1,CC(O)CO,298.292
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4sccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,Cc1ccccc1,595.83
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,Cc1ccccc1,623.128
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4ccccc4cc3c(C#CC(C)(C)C)c12,Cc1ccccc1,547.326
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12,C1CCOC1,594.548
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc([N+](=O)[O-])cc4)c4ccccc4C3(C)C)CCC2)=[N+](Cc2ccc([N+](=O)[O-])cc2)c2ccccc21,CCO,790.925
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccccc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccccc21,CCO,793.051
Nc1cccc2cn[nH]c12,CO,388.486
N#Cc1cc(C#N)c(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,C1CCCCC1,467.904
Cc1cc(C)c(C)c(B(c2c(C)c(C)cc(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c1C,Cc1ccccc1,507.685
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4ccccc4cc3c(C#Cc3ccccc3)c12,Cc1ccccc1,635.671
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4ccccc4cc3c(C#CC(C)(C)C)c12,C1CCOC1,545.554
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccccc21,CCO,771.437
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,CCO,784.21
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,454.826
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,CCOC(C)=O,456.12
Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21,O,450.698
CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,C1CCOC1,511.205
COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,445.39
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4ccccc4cc3c(C#Cc3ccccc3)c12,C1CCOC1,637.359
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,C1CCOC1,448.582
CCN1C(=CC2=C([O-])C(=Cc3sc4ccccc4[n+]3CC)C2=O)Sc2ccccc21,CC(C)O,656.297
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,Cc1ccccc1,618.314
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,C1CCOC1,619.188
Cc1ccc(CN2/C(=C/C=C3\CCCC(/C=C/C4=[N+](Cc5ccc(C)cc5)c5ccccc5C4(C)C)=C3Cl)C(C)(C)c3ccccc32)cc1,CCO,784.211
O=c1c2ccccc2sc2ccccc12,CC(C)O,441.244
Nc1cccnc1,CCO,361.836
Nc1ccc2[nH]ncc2c1,C1CCCCC1,370.673
Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21,ClC(Cl)Cl,455.795
c1ccc([B-]23NC(C4CCCCC4)=Nc4cccc([n+]42)N=C(C2CCCCC2)N3)cc1,c1ccc([B-]23NC(C4CCCCC4)=Nc4cccc([n+]42)N=C(C2CCCCC2)N3)cc1,518.328
CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,575.477
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12,Cc1ccccc1,593.846
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(N6CCCCC6)=NC5=O)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(N5CCCCC5)=NC4=O)c4nsnc24)sc1-3,C1CCOC1,646.618
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(F)cc4)c4ccccc4C3(C)C)CCC2)=[N+](Cc2ccc(F)cc2)c2ccccc21,CCO,786.717
Nc1cccnc1,O,366.143
CCCCCCCCCCc1cc(-c2cc(CCCCCCCCCC)c(-c3cccs3)s2)sc1-c1cccs1,CCC(C)C,444.667
C=CC12N=N[C@](C=C)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,530.961
CCCn1c2cccc3c2[c+]2c4c1cccc4n(CCC)c1cccc(c12)n3CCC,ClCCl,517.854
CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,437.233
C[Si](C)(c1cccc2ccccc12)[Si](C)(C)[Si](C)(C)c1c2ccccc2cc2ccccc12,CC#N,428.594
Nc1ccccn1,CCO,362.171
Fc1cccc(-[c+]2c3ccccc3oc3ccccc32)c1,CC#N,492.185
Nc1ccc2[nH]ncc2c1,CC#N,382.541
Cc1ccsc1-c1ccc(-c2ccc(-c3sccc3C)s2)s1,CCC(C)C,453.59
COc1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)s1,ClCCl,559.393
CCC12N=N[C@](CC)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,512.974
CCN(CC)c1ccc(C(=C(c2ccccc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,C1CCOC1,533.476
CC(C)(C)OC(=O)NC(Cc1ccc2oc(-c3ccccn3)nc2c1)C(=O)O,CC#N,400.042
CC(C)(C)OC(=O)NC(Cc1ccc2oc(-c3ccccn3)nc2c1)C(=O)O,CC1CCCCC1,385.96
Cc1cc(C)c(C)c(B(c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c1C,Cc1ccccc1,491.568
CCCn1c2cccc3c2[c+]2c4c1cccc4n(CCC)c1cccc(c12)n3CCC,CO,513.783
Cc1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccc(C)cc2)=N4)cc1,Cc1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccc(C)cc2)=N4)cc1,544.171
Nc1ccccn1,O,366.244
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,520.467
C[Si](C)(c1cccc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,CC#N,424.965
c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ncccc54)cc(-n4c5ccccc5c5ncccc54)c3)n2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,460.352
Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21,CCCC(C)=O,451.985
CCC12C(=C3C(=C4c5ccccc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccccc1S2(=O)=O,C1COCCO1,523.283
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,OCCO,456.657
N#Cc1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1,Cc1ccccc1,488.504
Oc1cc2ccccc2cc1C1(O)C2CC3CC(C2)CC1C3,CC#N,396.784
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(F)(F)F,608.29
CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,C1CCOC1,509.608
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,462.042
O=c1c2ccccc2sc2ccccc12,CO,441.923
Nc1ccccn1,CC#N,360.732
COc1ccsc1-c1ccc(-c2ccc(-c3sccc3OC)s2)s1,CCC(C)C,457.844
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,CO,517.217
CC1(C)c2cc(/C=C/c3nc(/C=C/c4ccc5c(c4)C(C)(C)c4cc(N(c6ccccc6)c6ccc7ccccc7c6)ccc4-5)nc(/C=C/c4ccc5c(c4)C(C)(C)c4cc(N(c6ccccc6)c6ccc7ccccc7c6)ccc4-5)n3)ccc2-c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)cc21,Cc1ccccc1,495.867
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,c1ccncc1,514.683
N#Cc1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CC#N,488.089
N#Cc1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CO,481.693
c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,CC#N,402.693
c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,CCC(C)C,461.724
N#Cc1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1,CC1CCCCC1,489.84
Fc1ccc(-[c+]2c3ccccc3oc3ccccc32)cc1,CC#N,488.064
c1coc(-c2nc3ccccc3[nH]2)c1,ClC(Cl)Cl,382.113
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,474.949
CCN(CC)c1ccc(C(=C(c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,C1CCOC1,542.88
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,CC(C)=O,516.142
Nc1cccc2cn[nH]c12,CC#N,388.665
CCCCN1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c(=O)[nH]/c(=C\c6ccc7ccccc7n6)c6cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c4c56,C1CCOC1,597.442
N#Cc1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,ClC(Cl)Cl,479.79
Oc1ccc2cc(C3(O)C4CC5CC(C4)CC3C5)ccc2c1,CC#N,391.532
[NH3+]C1(c2ccc3cc(O)ccc3c2)C2CC3CC(C2)CC1C3,CC#N,401.185
Oc1ccc2ccc(C3(O)C4CC5CC(C4)CC3C5)cc2c1,CC#N,393.506
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,581.561
Nc1ccc2cn[nH]c2c1,CO,382.89
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12,C1CCCCC1,474.673
COc1ncccc1B(O)O,CCCCCCCCO,449.914
CCN(CC)c1ccc(C=Cc2nc3nc4ccccc4nc3s2)c(OC)c1,CCO,619.64
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CO,724.021
Nc1ccc2cn[nH]c2c1,CC#N,383.216
CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CC(C)=O,520.746
Oc1cccc2c(C3(O)C4CC5CC(C4)CC3C5)cccc12,CC#N,387.456
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(O)CO,605.485
Nc1ccc2cn[nH]c2c1,C1CCCCC1,371.18
O=c1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2sc2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc12,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,525.766
CCN(CC)c1ccc(C=Cc2nc3nc4ccccc4nc3s2)cc1,CCO,606.035
CC1(C)c2cc(/C=C/c3nc(/C=C/c4ccc5c(c4)C(C)(C)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)nc(/C=C/c4ccc5c(c4)C(C)(C)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)n3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,Cc1ccccc1,494.75
c1ccc2c(c1)-c1ccccc1C21c2ccccc2N(c2ccc(-c3nc([C@]45CC6CC(C[C@@H](C6)C4)C5)nc([C@]45C[C@H]6C[C@@H](C[C@H](C6)C4)C5)n3)cc2)c2ccccc21,Cc1cc(-n2c3ccccc3c3ccccc32)ccc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1C,455.867
Nc1ccc2[nH]ncc2c1,CO,382.346
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CCO,723.356
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(c(C)nn3-c3ccccc3)c12,CN(C)C=O,476.347
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,CN(C)C=O,473.016
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCCO,616.22
Nc1ccc2cn[nH]c2c1,O,384.826
C1C[C@H]2CC[C@@H]1N=N2,CC#N,505.197
CCCn1c2cccc3oc4cccc5c4[c+](c32)c2c1cccc2n5CCC,OCC(O)CO,550.903
Cc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(C)cc2)=N4)cc1,Cc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(C)cc2)=N4)cc1,492.801
O=c1c2ccccc2sc2ccccc12,OCCO,438.02
CC1(C)c2ccccc2N(c2ccc3c(c2)C2(c4cc(N5c6ccccc6C(C)(C)c6ccccc65)ccc4-3)c3ccccc3S(=O)(=O)c3ccccc32)c2ccccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,487.731
CCCn1c2cccc3oc4cccc5c4[c+](c32)c2c1cccc2n5CCC,CO,554.33
COc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(OC)cc2)=N4)cc1,COc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(OC)cc2)=N4)cc1,495.773
CC1(C)c2ccccc2N(c2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccccc21,ClCCl,484.561
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,CO,483.967
CCOC(=O)c1ccc2c(c1)[nH]c1c3ccc(C(=O)OCC)cc3sc21,CCCO,458.423
Fc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(F)cc5)cc(c2-4)CC3)cc1,Fc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(F)cc5)cc(c2-4)CC3)cc1,376.789
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c6c(ccc54)C4(c5ccccc5-c5ccccc54)c4ccccc4-6)cc3)n2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,458.291
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CC#N,722.618
CCCn1c2cccc3oc4cccc5c4[c+](c32)c2c1cccc2n5CCC,ClCCl,553.98
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,OCC(F)(F)F,518.273
c1ccc(-[c+]2c3ccccc3oc3ccccc32)cc1,CC#N,485.416
Cc1cc2cc(N3c4ccccc4Oc4ccccc43)ccc2c(=O)o1,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,502.037
c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)n2)cc1,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)n2)cc1,476.39
CCCn1c2cccc3oc4cccc5oc6cccc1c6[c+](c45)c32,OCC(O)CO,548.779
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,553.827
C(=C/N1CCCC1)\c1nc2ccccc2nc1-c1ccccc1,Cc1ccccc1,479.162
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,CC#N,516.108
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,C1CCOC1,726.202
Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21,CCCO,450.677
CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,C1CCCCC1,423.139
CN(C)c1ccc2c(c1)C(=O)NC2=O,ClCCl,497.782
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,OCCO,518.432
C[Si](C)(c1cccc2ccccc12)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,428.851
COc1ncccc1B(O)O,CCCCCC,437.578
Fc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2c3c(ccc21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,463.422
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,CN(C)C=O,484.228
COc1ncccc1B(O)O,CO,460.288
O=c1oc2ccccc2c2cc(N3c4ccccc4Oc4ccccc43)ccc12,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,512.295
COc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(OC)cc5)cc(c2-4)CC3)cc1,COc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(OC)cc5)cc(c2-4)CC3)cc1,383.29
c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1ccccc1n2-c1cc2c3ccccc3n3c4ccccc4c(c1)c23,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,419.093
CCOC(=O)c1ccc2c(c1)n(C)c1c3ccc(C(=O)OCC)cc3n(C)c21,CCCO,461.345
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,CCO,516.678
c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ncccc54)c(-n4c5ccccc5c5ncccc54)c(-n4c5ccccc5c5ncccc54)c3)n2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,464.366
CCCn1c2cccc3oc4cccc5oc6cccc1c6[c+](c45)c32,CO,553.28
COc1ncccc1B(O)O,CC(C)O,455.79
Nc1ccc2[nH]ncc2c1,O,384.118
CCOC(=O)c1ccc2c(c1)[nH]c1c3ccc(C(=O)OCC)cc3[nH]c21,CCCO,459.362
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,614.773
c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)n2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,484.518
